district,voter_21,Rvoter_21,Dvoter_21,d_type,voter_22,Rvoter_22,Dvoter_22,oth21,oth22,v_up_down,d_up_down,r_up_down,oth_up_down,dvr21,dvr22,part_control21,part_control22,party_switch
STH153,48774.0,13804.0,28335.0,State House,45338.0,13955.0,25049.0,6635.0,6334.0,3436.0,3286.0,-151.0,301.0,14531.0,11094.0,Dem,Dem,False
STH154,46603.0,8661.0,32183.0,State House,46649.0,8522.0,32308.0,5759.0,5819.0,-46.0,-125.0,139.0,-60.0,23522.0,23786.0,Dem,Dem,False
STH155,51797.0,21000.0,21128.0,State House,46037.0,18467.0,18820.0,9669.0,8750.0,5760.0,2308.0,2533.0,919.0,128.0,353.0,Dem,Dem,False
STH156,46937.0,19921.0,19066.0,State House,45611.0,18114.0,19597.0,7950.0,7900.0,1326.0,-531.0,1807.0,50.0,-855.0,1483.0,GOP,Dem,True
STH157,47006.0,16796.0,21265.0,State House,47604.0,18610.0,20219.0,8945.0,8775.0,-598.0,1046.0,-1814.0,170.0,4469.0,1609.0,Dem,Dem,False
STH158,44651.0,18561.0,17846.0,State House,44144.0,17577.0,18313.0,8244.0,8254.0,507.0,-467.0,984.0,-10.0,-715.0,736.0,GOP,Dem,True
STH159,38967.0,10303.0,23916.0,State House,42075.0,12955.0,23639.0,4748.0,5481.0,-3108.0,277.0,-2652.0,-733.0,13613.0,10684.0,Dem,Dem,False
STH160,48258.0,22428.0,18035.0,State House,49859.0,23911.0,17632.0,7795.0,8316.0,-1601.0,403.0,-1483.0,-521.0,-4393.0,-6279.0,GOP,GOP,False
STH161,48737.0,21507.0,20623.0,State House,46607.0,20407.0,19751.0,6607.0,6449.0,2130.0,872.0,1100.0,158.0,-884.0,-656.0,GOP,GOP,False
STH162,44109.0,19574.0,19258.0,State House,44948.0,18781.0,20754.0,5277.0,5413.0,-839.0,-1496.0,793.0,-136.0,-316.0,1973.0,GOP,Dem,True
STH163,45232.0,17633.0,21814.0,State House,43761.0,15616.0,22561.0,5785.0,5584.0,1471.0,-747.0,2017.0,201.0,4181.0,6945.0,Dem,Dem,False
STH164,38028.0,5384.0,28066.0,State House,37097.0,6017.0,26329.0,4578.0,4751.0,931.0,1737.0,-633.0,-173.0,22682.0,20312.0,Dem,Dem,False
STH165,48593.0,23158.0,18806.0,State House,48684.0,20973.0,21389.0,6629.0,6322.0,-91.0,-2583.0,2185.0,307.0,-4352.0,416.0,GOP,Dem,True
STH166,48517.0,14656.0,26295.0,State House,47915.0,18407.0,23049.0,7566.0,6459.0,602.0,3246.0,-3751.0,1107.0,11639.0,4642.0,Dem,Dem,False
STH167,50343.0,19946.0,21091.0,State House,45707.0,17875.0,19215.0,9306.0,8617.0,4636.0,1876.0,2071.0,689.0,1145.0,1340.0,Dem,Dem,False
STH168,51859.0,23696.0,20632.0,State House,45615.0,18760.0,19032.0,7531.0,7823.0,6244.0,1600.0,4936.0,-292.0,-3064.0,272.0,GOP,Dem,True
STH169,46195.0,26219.0,12337.0,State House,44812.0,25294.0,11914.0,7639.0,7604.0,1383.0,423.0,925.0,35.0,-13882.0,-13380.0,GOP,GOP,False
STH170,38608.0,11700.0,21472.0,State House,37209.0,12556.0,19605.0,5436.0,5048.0,1399.0,1867.0,-856.0,388.0,9772.0,7049.0,Dem,Dem,False
STH171,47919.0,23493.0,17321.0,State House,40050.0,23672.0,11205.0,7105.0,5173.0,7869.0,6116.0,-179.0,1932.0,-6172.0,-12467.0,GOP,GOP,False
STH172,37041.0,9702.0,22410.0,State House,35451.0,10133.0,20378.0,4929.0,4940.0,1590.0,2032.0,-431.0,-11.0,12708.0,10245.0,Dem,Dem,False
STH173,36089.0,8574.0,23212.0,State House,33267.0,8432.0,20785.0,4303.0,4050.0,2822.0,2427.0,142.0,253.0,14638.0,12353.0,Dem,Dem,False
STH174,37451.0,9140.0,23181.0,State House,35200.0,9083.0,21215.0,5130.0,4902.0,2251.0,1966.0,57.0,228.0,14041.0,12132.0,Dem,Dem,False
STH175,52386.0,6430.0,37061.0,State House,47089.0,5893.0,33005.0,8895.0,8191.0,5297.0,4056.0,537.0,704.0,30631.0,27112.0,Dem,Dem,False
STH176,43581.0,17141.0,17583.0,State House,43974.0,18523.0,16690.0,8857.0,8761.0,-393.0,893.0,-1382.0,96.0,442.0,-1833.0,Dem,GOP,True
STH177,38428.0,9531.0,23856.0,State House,38530.0,8082.0,25276.0,5041.0,5172.0,-102.0,-1420.0,1449.0,-131.0,14325.0,17194.0,Dem,Dem,False
STH178,52228.0,23269.0,20377.0,State House,50867.0,24584.0,18686.0,8582.0,7597.0,1361.0,1691.0,-1315.0,985.0,-2892.0,-5898.0,GOP,GOP,False
STH179,37230.0,2823.0,29558.0,State House,33904.0,2714.0,26504.0,4849.0,4686.0,3326.0,3054.0,109.0,163.0,26735.0,23790.0,Dem,Dem,False
STH180,33650.0,2941.0,25471.0,State House,35759.0,3375.0,26608.0,5238.0,5776.0,-2109.0,-1137.0,-434.0,-538.0,22530.0,23233.0,Dem,Dem,False
STH181,46505.0,2609.0,37774.0,State House,38649.0,2545.0,30563.0,6122.0,5541.0,7856.0,7211.0,64.0,581.0,35165.0,28018.0,Dem,Dem,False
STH182,58642.0,6636.0,42159.0,State House,52917.0,5506.0,38709.0,9847.0,8702.0,5725.0,3450.0,1130.0,1145.0,35523.0,33203.0,Dem,Dem,False
STH183,44641.0,19522.0,17870.0,State House,46448.0,21414.0,17153.0,7249.0,7881.0,-1807.0,717.0,-1892.0,-632.0,-1652.0,-4261.0,GOP,GOP,False
STH184,40768.0,6427.0,29088.0,State House,39751.0,6442.0,28062.0,5253.0,5247.0,1017.0,1026.0,-15.0,6.0,22661.0,21620.0,Dem,Dem,False
STH185,43197.0,6004.0,32787.0,State House,40702.0,7457.0,28933.0,4406.0,4312.0,2495.0,3854.0,-1453.0,94.0,26783.0,21476.0,Dem,Dem,False
STH186,50411.0,3974.0,40022.0,State House,46345.0,3530.0,36810.0,6415.0,6005.0,4066.0,3212.0,444.0,410.0,36048.0,33280.0,Dem,Dem,False
STH187,45964.0,21135.0,16824.0,State House,46796.0,21431.0,17355.0,8005.0,8010.0,-832.0,-531.0,-296.0,-5.0,-4311.0,-4076.0,GOP,GOP,False
STH188,45391.0,2124.0,36866.0,State House,45752.0,2166.0,36867.0,6401.0,6719.0,-361.0,-1.0,-42.0,-318.0,34742.0,34701.0,Dem,Dem,False
STH189,43119.0,15838.0,18477.0,State House,41113.0,12777.0,19768.0,8804.0,8568.0,2006.0,-1291.0,3061.0,236.0,2639.0,6991.0,Dem,Dem,False
STH190,47009.0,1752.0,40491.0,State House,46353.0,1829.0,40208.0,4766.0,4316.0,656.0,283.0,-77.0,450.0,38739.0,38379.0,Dem,Dem,False
STH191,41161.0,1746.0,35601.0,State House,41517.0,1766.0,35944.0,3814.0,3807.0,-356.0,-343.0,-20.0,7.0,33855.0,34178.0,Dem,Dem,False
STH192,44392.0,1634.0,38814.0,State House,43255.0,1604.0,37552.0,3944.0,4099.0,1137.0,1262.0,30.0,-155.0,37180.0,35948.0,Dem,Dem,False
STH193,42600.0,25247.0,11091.0,State House,41654.0,24469.0,10756.0,6262.0,6429.0,946.0,335.0,778.0,-167.0,-14156.0,-13713.0,GOP,GOP,False
STH194,48727.0,8243.0,33096.0,State House,46210.0,7310.0,31813.0,7388.0,7087.0,2517.0,1283.0,933.0,301.0,24853.0,24503.0,Dem,Dem,False
STH195,48552.0,2770.0,40062.0,State House,44699.0,2480.0,36910.0,5720.0,5309.0,3853.0,3152.0,290.0,411.0,37292.0,34430.0,Dem,Dem,False
STH196,44188.0,24425.0,13267.0,State House,44086.0,24415.0,13111.0,6496.0,6560.0,102.0,156.0,10.0,-64.0,-11158.0,-11304.0,GOP,GOP,False
STH197,40628.0,2242.0,33364.0,State House,40256.0,2487.0,32165.0,5022.0,5604.0,372.0,1199.0,-245.0,-582.0,31122.0,29678.0,Dem,Dem,False
STH198,44430.0,1637.0,38730.0,State House,42963.0,1673.0,37297.0,4063.0,3993.0,1467.0,1433.0,-36.0,70.0,37093.0,35624.0,Dem,Dem,False
STH199,47547.0,23082.0,16429.0,State House,45810.0,22204.0,15858.0,8036.0,7748.0,1737.0,571.0,878.0,288.0,-6653.0,-6346.0,GOP,GOP,False
STH200,49402.0,1920.0,43393.0,State House,51221.0,1367.0,45938.0,4089.0,3916.0,-1819.0,-2545.0,553.0,173.0,41473.0,44571.0,Dem,Dem,False
STH201,42635.0,1438.0,37431.0,State House,46611.0,1499.0,40906.0,3766.0,4206.0,-3976.0,-3475.0,-61.0,-440.0,35993.0,39407.0,Dem,Dem,False
STH202,33529.0,4081.0,24877.0,State House,27310.0,4258.0,18874.0,4571.0,4178.0,6219.0,6003.0,-177.0,393.0,20796.0,14616.0,Dem,Dem,False
STH203,42325.0,1850.0,36670.0,State House,35309.0,3588.0,27317.0,3805.0,4404.0,7016.0,9353.0,-1738.0,-599.0,34820.0,23729.0,Dem,Dem,False
STS01,215565.0,28380.0,154659.0,State Senate,182264.0,23736.0,129816.0,32526.0,28712.0,33301.0,24843.0,4644.0,3814.0,126279.0,106080.0,Dem,Dem,False
STS02,151205.0,20988.0,109784.0,State Senate,140042.0,18370.0,101468.0,20433.0,20204.0,11163.0,8316.0,2618.0,229.0,88796.0,83098.0,Dem,Dem,False
STS03,163327.0,9380.0,135712.0,State Senate,169380.0,8940.0,140527.0,18235.0,19913.0,-6053.0,-4815.0,440.0,-1678.0,126332.0,131587.0,Dem,Dem,False
STS04,195471.0,25010.0,150124.0,State Senate,197464.0,24808.0,151736.0,20337.0,20920.0,-1993.0,-1612.0,202.0,-583.0,125114.0,126928.0,Dem,Dem,False
STS05,150439.0,37779.0,92419.0,State Senate,150150.0,41981.0,87915.0,20241.0,20254.0,289.0,4504.0,-4202.0,-13.0,54640.0,45934.0,Dem,Dem,False
STS06,183827.0,70846.0,84701.0,State Senate,194511.0,83097.0,81517.0,28280.0,29897.0,-10684.0,3184.0,-12251.0,-1617.0,13855.0,-1580.0,Dem,GOP,True
STS07,184172.0,22632.0,138871.0,State Senate,188131.0,18940.0,145840.0,22669.0,23351.0,-3959.0,-6969.0,3692.0,-682.0,116239.0,126900.0,Dem,Dem,False
STS08,174836.0,15548.0,140096.0,State Senate,177337.0,19298.0,137832.0,19192.0,20207.0,-2501.0,2264.0,-3750.0,-1015.0,124548.0,118534.0,Dem,Dem,False
STS09,192464.0,81151.0,82277.0,State Senate,182067.0,75037.0,78588.0,29036.0,28442.0,10397.0,3689.0,6114.0,594.0,1126.0,3551.0,Dem,Dem,False
STS10,201232.0,80875.0,84028.0,State Senate,203284.0,72894.0,93824.0,36329.0,36566.0,-2052.0,-9796.0,7981.0,-237.0,3153.0,20930.0,Dem,Dem,False
STS11,155857.0,54216.0,75561.0,State Senate,153398.0,50888.0,76052.0,26080.0,26458.0,2459.0,-491.0,3328.0,-378.0,21345.0,25164.0,Dem,Dem,False
STS12,185133.0,75696.0,80422.0,State Senate,186832.0,70611.0,86081.0,29015.0,30140.0,-1699.0,-5659.0,5085.0,-1125.0,4726.0,15470.0,Dem,Dem,False
STS13,169028.0,76624.0,63558.0,State Senate,155769.0,73430.0,55787.0,28846.0,26552.0,13259.0,7771.0,3194.0,2294.0,-13066.0,-17643.0,GOP,GOP,False
STS14,173382.0,63411.0,85652.0,State Senate,165958.0,52724.0,82386.0,24319.0,30848.0,7424.0,3266.0,10687.0,-6529.0,22241.0,29662.0,Dem,Dem,False
STS15,178330.0,76873.0,75136.0,State Senate,174469.0,63373.0,82987.0,26321.0,28109.0,3861.0,-7851.0,13500.0,-1788.0,-1737.0,19614.0,GOP,Dem,True
STS16,180479.0,63085.0,84276.0,State Senate,189213.0,86927.0,69496.0,33118.0,32790.0,-8734.0,14780.0,-23842.0,328.0,21191.0,-17431.0,Dem,GOP,True
STS17,193421.0,56891.0,106233.0,State Senate,178343.0,50547.0,99278.0,30297.0,28518.0,15078.0,6955.0,6344.0,1779.0,49342.0,48731.0,Dem,Dem,False
STS18,184871.0,56916.0,93123.0,State Senate,184111.0,61190.0,86271.0,34832.0,36650.0,760.0,6852.0,-4274.0,-1818.0,36207.0,25081.0,Dem,Dem,False
STS19,187167.0,70078.0,82968.0,State Senate,177062.0,68747.0,76748.0,34121.0,31567.0,10105.0,6220.0,1331.0,2554.0,12890.0,8001.0,Dem,Dem,False
STS20,172021.0,88678.0,56865.0,State Senate,177469.0,85454.0,65150.0,26478.0,26865.0,-5448.0,-8285.0,3224.0,-387.0,-31813.0,-20304.0,GOP,GOP,False
STS21,178828.0,99442.0,54069.0,State Senate,167662.0,97330.0,48114.0,25317.0,22218.0,11166.0,5955.0,2112.0,3099.0,-45373.0,-49216.0,GOP,GOP,False
STS22,173060.0,53957.0,98709.0,State Senate,158756.0,48596.0,91019.0,20394.0,19141.0,14304.0,7690.0,5361.0,1253.0,44752.0,42423.0,Dem,Dem,False
STS23,148753.0,87691.0,40546.0,State Senate,173988.0,104876.0,45027.0,20516.0,24085.0,-25235.0,-4481.0,-17185.0,-3569.0,-47145.0,-59849.0,GOP,GOP,False
STS24,175116.0,77279.0,68199.0,State Senate,179312.0,78981.0,70644.0,29638.0,29687.0,-4196.0,-2445.0,-1702.0,-49.0,-9080.0,-8337.0,GOP,GOP,False
STS25,149458.0,90880.0,40339.0,State Senate,171160.0,88987.0,56761.0,18239.0,25412.0,-21702.0,-16422.0,1893.0,-7173.0,-50541.0,-32226.0,GOP,GOP,False
STS26,191757.0,78518.0,88012.0,State Senate,178656.0,68964.0,86638.0,25227.0,23054.0,13101.0,1374.0,9554.0,2173.0,9494.0,17674.0,Dem,Dem,False
STS27,151950.0,82991.0,47637.0,State Senate,164919.0,90461.0,51436.0,21322.0,23022.0,-12969.0,-3799.0,-7470.0,-1700.0,-35354.0,-39025.0,GOP,GOP,False
STS28,181120.0,89050.0,62391.0,State Senate,192689.0,104884.0,56909.0,29679.0,30896.0,-11569.0,5482.0,-15834.0,-1217.0,-26659.0,-47975.0,GOP,GOP,False
STS29,158565.0,82646.0,54304.0,State Senate,160420.0,80751.0,56948.0,21615.0,22721.0,-1855.0,-2644.0,1895.0,-1106.0,-28342.0,-23803.0,GOP,GOP,False
STS30,156028.0,98477.0,38131.0,State Senate,154895.0,98779.0,38315.0,19420.0,17801.0,1133.0,-184.0,-302.0,1619.0,-60346.0,-60464.0,GOP,GOP,False
STS31,201119.0,101449.0,67324.0,State Senate,157534.0,74076.0,56896.0,32346.0,26562.0,43585.0,10428.0,27373.0,5784.0,-34125.0,-17180.0,GOP,GOP,False
STS32,152303.0,74778.0,62159.0,State Senate,162809.0,90507.0,56065.0,15366.0,16237.0,-10506.0,6094.0,-15729.0,-871.0,-12619.0,-34442.0,GOP,GOP,False
STS33,178790.0,101606.0,48927.0,State Senate,169351.0,100755.0,42807.0,28257.0,25789.0,9439.0,6120.0,851.0,2468.0,-52679.0,-57948.0,GOP,GOP,False
STS34,155877.0,74791.0,56939.0,State Senate,184085.0,99160.0,56137.0,24147.0,28788.0,-28208.0,802.0,-24369.0,-4641.0,-17852.0,-43023.0,GOP,GOP,False
STS35,152000.0,82724.0,53472.0,State Senate,165432.0,82218.0,63041.0,15804.0,20173.0,-13432.0,-9569.0,506.0,-4369.0,-29252.0,-19177.0,GOP,GOP,False
STS36,174202.0,98756.0,48182.0,State Senate,178365.0,94872.0,54705.0,27264.0,28788.0,-4163.0,-6523.0,3884.0,-1524.0,-50574.0,-40167.0,GOP,GOP,False
STS37,214102.0,87507.0,95955.0,State Senate,181924.0,75345.0,79207.0,30640.0,27372.0,32178.0,16748.0,12162.0,3268.0,8448.0,3862.0,Dem,Dem,False
STS38,198567.0,74124.0,95075.0,State Senate,188836.0,66313.0,95163.0,29368.0,27360.0,9731.0,-88.0,7811.0,2008.0,20951.0,28850.0,Dem,Dem,False
STS39,166345.0,82058.0,64473.0,State Senate,184146.0,90708.0,71103.0,19814.0,22335.0,-17801.0,-6630.0,-8650.0,-2521.0,-17585.0,-19605.0,GOP,GOP,False
STS40,188219.0,74689.0,77598.0,State Senate,174404.0,64733.0,79298.0,35932.0,30373.0,13815.0,-1700.0,9956.0,5559.0,2909.0,14565.0,Dem,Dem,False
STS41,154501.0,87075.0,48569.0,State Senate,160873.0,86496.0,54668.0,18857.0,19709.0,-6372.0,-6099.0,579.0,-852.0,-38506.0,-31828.0,GOP,GOP,False
STS42,190720.0,37944.0,125215.0,State Senate,182206.0,40746.0,113586.0,27561.0,27874.0,8514.0,11629.0,-2802.0,-313.0,87271.0,72840.0,Dem,Dem,False
STS43,197085.0,30307.0,136960.0,State Senate,196495.0,28482.0,137471.0,29818.0,30542.0,590.0,-511.0,1825.0,-724.0,106653.0,108989.0,Dem,Dem,False
STS44,193224.0,82490.0,77055.0,State Senate,182877.0,75219.0,74353.0,33679.0,33305.0,10347.0,2702.0,7271.0,374.0,-5435.0,-866.0,GOP,GOP,False
STS45,172870.0,53284.0,97252.0,State Senate,173087.0,50386.0,99777.0,22334.0,22924.0,-217.0,-2525.0,2898.0,-590.0,43968.0,49391.0,Dem,Dem,False
STS46,168333.0,72697.0,75712.0,State Senate,168322.0,78965.0,69091.0,19924.0,20266.0,11.0,6621.0,-6268.0,-342.0,3015.0,-9874.0,Dem,GOP,True
STS47,162791.0,73130.0,68646.0,State Senate,176986.0,81750.0,70403.0,21015.0,24833.0,-14195.0,-1757.0,-8620.0,-3818.0,-4484.0,-11347.0,GOP,GOP,False
STS48,174100.0,87991.0,58898.0,State Senate,169611.0,94498.0,49410.0,27211.0,25703.0,4489.0,9488.0,-6507.0,1508.0,-29093.0,-45088.0,GOP,GOP,False
STS49,156001.0,56218.0,78553.0,State Senate,171494.0,64572.0,82974.0,21230.0,23948.0,-15493.0,-4421.0,-8354.0,-2718.0,22335.0,18402.0,Dem,Dem,False
STS50,148788.0,76492.0,52991.0,State Senate,169754.0,86692.0,61585.0,19305.0,21477.0,-20966.0,-8594.0,-10200.0,-2172.0,-23501.0,-25107.0,GOP,GOP,False
USC01,533874.0,214613.0,230165.0,Congress,556706.0,228336.0,234966.0,89096.0,93404.0,-22832.0,-4801.0,-13723.0,-4308.0,15552.0,6630.0,Dem,Dem,False
USC02,427616.0,68585.0,301912.0,Congress,447005.0,72611.0,311730.0,57119.0,62664.0,-19389.0,-9818.0,-4026.0,-5545.0,233327.0,239119.0,Dem,Dem,False
USC03,550616.0,36267.0,449324.0,Congress,553913.0,38502.0,449514.0,65025.0,65897.0,-3297.0,-190.0,-2235.0,-872.0,413057.0,411012.0,Dem,Dem,False
USC04,523680.0,184567.0,257544.0,Congress,535655.0,196079.0,255814.0,81569.0,83762.0,-11975.0,1730.0,-11512.0,-2193.0,72977.0,59735.0,Dem,Dem,False
USC05,509167.0,167998.0,274699.0,Congress,526078.0,172585.0,281525.0,66470.0,71968.0,-16911.0,-6826.0,-4587.0,-5498.0,106701.0,108940.0,Dem,Dem,False
USC06,495923.0,191052.0,217101.0,Congress,509421.0,196406.0,221781.0,87770.0,91234.0,-13498.0,-4680.0,-5354.0,-3464.0,26049.0,25375.0,Dem,Dem,False
USC07,497193.0,173887.0,231048.0,Congress,514037.0,188504.0,230033.0,92258.0,95500.0,-16844.0,1015.0,-14617.0,-3242.0,57161.0,41529.0,Dem,Dem,False
USC08,481639.0,177976.0,233470.0,Congress,500387.0,186631.0,238279.0,70193.0,75477.0,-18748.0,-4809.0,-8655.0,-5284.0,55494.0,51648.0,Dem,Dem,False
USC09,452433.0,231622.0,155558.0,Congress,457406.0,254171.0,138888.0,65253.0,64347.0,-4973.0,16670.0,-22549.0,906.0,-76064.0,-115283.0,GOP,GOP,False
USC10,513298.0,226094.0,204656.0,Congress,518760.0,230644.0,203354.0,82548.0,84762.0,-5462.0,1302.0,-4550.0,-2214.0,-21438.0,-27290.0,GOP,GOP,False
USC11,475578.0,251869.0,146746.0,Congress,491009.0,259110.0,151431.0,76963.0,80468.0,-15431.0,-4685.0,-7241.0,-3505.0,-105123.0,-107679.0,GOP,GOP,False
USC12,434325.0,248523.0,125284.0,Congress,588270.0,167315.0,336789.0,60518.0,84166.0,-153945.0,-211505.0,81208.0,-23648.0,-123239.0,169474.0,GOP,Dem,True
USC13,452574.0,269391.0,125049.0,Congress,488304.0,293035.0,133068.0,58134.0,62201.0,-35730.0,-8019.0,-23644.0,-4067.0,-144342.0,-159967.0,GOP,GOP,False
USC14,465475.0,213444.0,197769.0,Congress,500909.0,244933.0,197497.0,54262.0,58479.0,-35434.0,272.0,-31489.0,-4217.0,-15675.0,-47436.0,GOP,GOP,False
USC15,427261.0,240500.0,135027.0,Congress,482350.0,271200.0,144883.0,51734.0,66267.0,-55089.0,-9856.0,-30700.0,-14533.0,-105473.0,-126317.0,GOP,GOP,False
USC16,460620.0,213840.0,185047.0,Congress,504527.0,242624.0,193749.0,61733.0,68154.0,-43907.0,-8702.0,-28784.0,-6421.0,-28793.0,-48875.0,GOP,GOP,False
USC17,530370.0,196340.0,257380.0,Congress,552555.0,197116.0,274964.0,76650.0,80475.0,-22185.0,-17584.0,-776.0,-3825.0,61040.0,77848.0,Dem,Dem,False
USC18,525157.0,119530.0,330978.0,Congress,1010.0,292.0,585.0,74649.0,133.0,524147.0,330393.0,119238.0,74516.0,211448.0,293.0,Dem,Dem,False
